value,date,id
1.0,2014-10-29 00:00:00,HF00000BBY
1.0003,2014-10-30 00:00:00,HF00000BBY
1.0004,2014-10-31 00:00:00,HF00000BBY
1.0008,2014-11-03 00:00:00,HF00000BBY
1.001,2014-11-04 00:00:00,HF00000BBY
1.0011,2014-11-05 00:00:00,HF00000BBY
1.0012,2014-11-06 00:00:00,HF00000BBY
1.0014,2014-11-07 00:00:00,HF00000BBY
1.0018,2014-11-10 00:00:00,HF00000BBY
1.0019,2014-11-11 00:00:00,HF00000BBY
1.0021,2014-11-12 00:00:00,HF00000BBY
1.0022,2014-11-13 00:00:00,HF00000BBY
1.0023,2014-11-14 00:00:00,HF00000BBY
1.0027,2014-11-17 00:00:00,HF00000BBY
1.0029,2014-11-18 00:00:00,HF00000BBY
1.0,2014-11-19 00:00:00,HF00000BBY
1.0,2014-11-20 00:00:00,HF00000BBY
1.0,2014-11-24 00:00:00,HF00000BBY
1.0,2014-11-25 00:00:00,HF00000BBY
1.0,2014-11-26 00:00:00,HF00000BBY
1.0,2014-11-27 00:00:00,HF00000BBY
1.0,2014-11-28 00:00:00,HF00000BBY
1.0,2014-12-01 00:00:00,HF00000BBY
1.0,2014-12-02 00:00:00,HF00000BBY
1.0,2014-12-03 00:00:00,HF00000BBY
1.0,2014-12-04 00:00:00,HF00000BBY
1.0,2014-12-05 00:00:00,HF00000BBY
1.0,2014-12-08 00:00:00,HF00000BBY
1.0,2014-12-09 00:00:00,HF00000BBY
1.0,2014-12-10 00:00:00,HF00000BBY
1.0,2014-12-11 00:00:00,HF00000BBY
1.0,2014-12-12 00:00:00,HF00000BBY
1.0,2014-12-15 00:00:00,HF00000BBY
1.0,2014-12-16 00:00:00,HF00000BBY
1.0,2014-12-17 00:00:00,HF00000BBY
1.0,2014-12-18 00:00:00,HF00000BBY
1.0,2014-12-19 00:00:00,HF00000BBY
1.0,2014-12-22 00:00:00,HF00000BBY
1.0,2014-12-23 00:00:00,HF00000BBY
1.0,2014-12-24 00:00:00,HF00000BBY
1.0,2014-12-25 00:00:00,HF00000BBY
1.0,2014-12-26 00:00:00,HF00000BBY
1.0,2014-12-29 00:00:00,HF00000BBY
1.0,2014-12-30 00:00:00,HF00000BBY
1.0,2014-12-31 00:00:00,HF00000BBY
1.0,2015-01-05 00:00:00,HF00000BBY
1.0,2015-01-06 00:00:00,HF00000BBY
1.0,2015-01-07 00:00:00,HF00000BBY
1.0,2015-01-08 00:00:00,HF00000BBY
1.0,2015-01-09 00:00:00,HF00000BBY
1.0,2015-01-12 00:00:00,HF00000BBY
1.0,2015-01-13 00:00:00,HF00000BBY
1.0,2015-01-14 00:00:00,HF00000BBY
1.0,2015-01-15 00:00:00,HF00000BBY
1.0,2015-01-16 00:00:00,HF00000BBY
1.0,2015-01-19 00:00:00,HF00000BBY
1.0,2015-01-20 00:00:00,HF00000BBY
1.0,2015-01-21 00:00:00,HF00000BBY
1.0,2015-01-22 00:00:00,HF00000BBY
1.0,2015-01-23 00:00:00,HF00000BBY
1.0,2015-01-26 00:00:00,HF00000BBY
1.0,2015-01-27 00:00:00,HF00000BBY
1.0,2015-01-28 00:00:00,HF00000BBY
1.0,2015-01-29 00:00:00,HF00000BBY
1.0,2015-01-30 00:00:00,HF00000BBY
1.0,2015-02-02 00:00:00,HF00000BBY
1.0,2015-02-03 00:00:00,HF00000BBY
1.0,2015-02-04 00:00:00,HF00000BBY
1.0,2015-02-05 00:00:00,HF00000BBY
1.0,2015-02-06 00:00:00,HF00000BBY
1.0,2015-02-09 00:00:00,HF00000BBY
1.0,2015-02-10 00:00:00,HF00000BBY
1.0,2015-02-11 00:00:00,HF00000BBY
1.0,2015-02-12 00:00:00,HF00000BBY
1.0,2015-02-13 00:00:00,HF00000BBY
1.0,2015-02-16 00:00:00,HF00000BBY
1.0,2015-02-17 00:00:00,HF00000BBY
1.0,2015-02-25 00:00:00,HF00000BBY
1.0,2015-02-26 00:00:00,HF00000BBY
1.0,2015-02-27 00:00:00,HF00000BBY
1.0,2015-03-02 00:00:00,HF00000BBY
1.0,2015-03-03 00:00:00,HF00000BBY
1.0,2015-03-04 00:00:00,HF00000BBY
1.0,2015-03-05 00:00:00,HF00000BBY
1.0,2015-03-06 00:00:00,HF00000BBY
1.0,2015-03-09 00:00:00,HF00000BBY
1.0,2015-03-10 00:00:00,HF00000BBY
1.0,2015-03-11 00:00:00,HF00000BBY
1.0,2015-03-12 00:00:00,HF00000BBY
1.0,2015-03-13 00:00:00,HF00000BBY
1.0,2015-03-16 00:00:00,HF00000BBY
1.0,2015-03-17 00:00:00,HF00000BBY
1.0,2015-03-18 00:00:00,HF00000BBY
1.0,2015-03-19 00:00:00,HF00000BBY
1.0,2015-03-20 00:00:00,HF00000BBY
1.0,2015-03-23 00:00:00,HF00000BBY
1.0,2015-03-24 00:00:00,HF00000BBY
1.0,2015-03-25 00:00:00,HF00000BBY
1.0,2015-03-26 00:00:00,HF00000BBY
1.0,2015-03-27 00:00:00,HF00000BBY
1.0,2015-04-09 00:00:00,HF00000BBY
1.0,2015-04-10 00:00:00,HF00000BBY
1.0,2015-04-13 00:00:00,HF00000BBY
1.0,2015-04-14 00:00:00,HF00000BBY
1.0,2015-04-15 00:00:00,HF00000BBY
1.0,2015-04-16 00:00:00,HF00000BBY
1.0,2015-04-17 00:00:00,HF00000BBY
1.0,2015-04-20 00:00:00,HF00000BBY
1.0,2015-04-21 00:00:00,HF00000BBY
1.0,2015-04-22 00:00:00,HF00000BBY
1.0,2015-04-23 00:00:00,HF00000BBY
1.0,2015-04-24 00:00:00,HF00000BBY
